UserId,Rec1,Rec2,Rec3,Rec4,Rec5
-4.61106E+18,880612740433495828,7993526700719577624,-3.19101E+18,-4.0297E+18,7520301770873472812
-4.59611E+18,-6.78377E+18,8224860111193157980,-3.2854E+18,1862503310075246782,6044362651232258738
-4.59604E+18,3569727790804487273,4675505028897335428,2267321579404324900,-7.49207E+18,8297658253225035519
-4.5858E+18,-4.0297E+18,-7.11316E+18,6807042796917367736,-2.0831E+18,-1.45693E+16
-4.58212E+18,8657408509986329668,-4.08439E+18,-4.14526E+18,-7.38719E+18,911037455259135591
-4.57371E+18,-5.01463E+18,-4.46037E+18,-8.72253E+18,-1.25126E+18,6850500272809381909
-4.56641E+18,-8.60752E+17,-1.52569E+18,-4.50398E+18,1459131257418324496,7507067965574797372
-4.56092E+18,-5.01463E+18,3035329611795434601,3041906492387035176,3155118717275463069,3162261384765351942
-4.54309E+18,-1.29758E+18,6245165134513326654,-2.66787E+18,-6.60397E+18,-9.2228E+18
-4.529E+18,49177526672934036,-3.02092E+18,7818691400791322406,-7.11316E+18,2668385070649954934
-4.49191E+18,5304344058087060692,-1.0686E+18,8224860111193157980,8586403905004879205,8938071859536254465
-4.49048E+18,-5.01463E+18,2998023988107018635,-1.63023E+18,-6.64275E+18,-2.58417E+18
-4.47432E+18,-5.6058E+18,-8.04389E+18,8749720044741011597,-4.13317E+18,-4.50949E+18
-4.46765E+18,4831903061865014867,-9.69155E+17,2285214528595997209,-6.84305E+18,6807042796917367736
-4.46593E+18,-8.27951E+18,-1.56447E+18,7434270606888620096,6852597772196653540,5979676385148714519
-4.45909E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942,3168079495368669052
-4.44839E+18,-1.58185E+17,-7.04745E+18,3704349024245704692,-5.78499E+18,7835346487062622787
-4.44709E+18,-1.33139E+17,7526364197140419661,7270966256391553686,3218993154926038233,3205047378909988692
-4.43203E+18,-8.2088E+18,-1.57225E+18,9175693555063886126,5672978373195158195,3268064929368559554
-4.42301E+18,-4.0297E+18,-4.33306E+18,8194079557551008273,-3.6053E+17,-7.8791E+18
-4.42033E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-4.39399E+18,5217724704513784613,-8.20344E+17,1252762949661329700,-5.19876E+18,-2.77429E+18
-4.3925E+18,8254285966695461849,-8.81372E+18,6892866957050839435,-2.35876E+18,3193164045772142182
-4.38775E+18,-9.2228E+18,3193164045772142182,3151913710743441986,3155118717275463069,3162261384765351942
-4.38458E+18,-4.50949E+18,7013665235990336340,5238119115012015307,6997620589258672675,6643427232964983922
-4.37803E+18,4788854083489560153,-6.05815E+18,8712996026808754180,1362186507591814859,-1.63023E+18
-4.36768E+18,-8.72808E+18,-6.54587E+18,-1.99559E+18,-6.36921E+18,-5.36112E+18
-4.36581E+18,-5.57161E+18,-4.88817E+18,-7.04745E+18,6031953227014493100,-8.25853E+18
-4.35967E+18,5238119115012015307,3751305746867503759,3149164017776669829,-8.5181E+18,943818026930898372
-4.35519E+18,3714350889740403446,-2.94832E+18,5484061377044071389,3367026768872537336,3582716808949240433
-4.31963E+18,4609121753781446855,-1.44439E+18,3704349024245704692,1553114235264483780,8302949268716967655
-4.31249E+18,-3.40542E+17,-2.70802E+18,428486625959995206,3086800924266336392,-6.45752E+15
-4.30987E+18,7226503561499839165,-8.9342E+18,685073630661800600,-8.25802E+17,6009447229221815725
-4.30665E+18,8386493184609384928,4105873627900556540,-9.2228E+18,3180608611815082945,3149164017776669829
-4.29818E+18,-7.72224E+18,6031953227014493100,-4.88817E+18,-3.02706E+18,2106559900295325351
-4.29369E+18,-2.63933E+18,-4.62544E+18,319340024738595907,-2.35876E+18,6109135203991499571
-4.27923E+18,-5.01463E+18,-1.25126E+18,-2.89644E+18,-8.15973E+18,7446166231252589534
-4.2467E+18,-3.98061E+18,9042192299854648021,-4.88817E+18,1099809408921653201,6062146090334604102
-4.24604E+18,-6.64341E+18,-3.48258E+18,2543311963908571128,4532698165746826599,2262656830196923781
-4.24364E+18,8586403905004879205,9222265156747237864,8378863480597222815,2280365999288629014,2267321579404324900
-4.2078E+18,-8.60752E+17,3193164045772142182,3155118717275463069,3162261384765351942,3168079495368669052
-4.20731E+18,6104598399077154797,-4.0297E+18,-6.60335E+18,8835339470389644264,-7.86679E+16
-4.16742E+18,6044362651232258738,607684800821303652,-3.19101E+18,-5.63673E+18,-3.86407E+18
-4.16582E+18,4815632823882298534,-4.47852E+17,-8.94823E+18,-4.97476E+18,3306277069425849869
-4.16017E+18,-4.74053E+18,6989198691754522425,6255978182562760059,2607211459879791691,6807042796917367736
-4.15688E+18,-4.02478E+18,-7.29472E+18,-4.88817E+18,3205047378909988692,3162261384765351942
-4.15471E+18,1881534532776527237,-9.2228E+18,3196303498841885455,3151913710743441986,3155118717275463069
-4.13945E+18,-9.2228E+18,3149164017776669829,3151913710743441986,3155118717275463069,3162261384765351942
-4.13374E+18,5045927063019110283,-2.4761E+18,7078276984547732873,882422233694040097,3472032465864014134
-4.12521E+18,-8.62705E+18,1738052593226421681,-7.51837E+18,-2.38827E+18,-6.72669E+18
-4.11651E+18,-4.08439E+18,1553114235264483780,4039031731864440026,-8.9922E+18,1021946628105173582
-4.11172E+18,-4.6552E+18,-1.87813E+18,-6.64341E+18,-1.33139E+17,2277184202014276839
-4.10155E+18,-6.87255E+18,1469580151036142903,-6.15675E+18,1873952032843878490,-6.62358E+18
-4.09743E+18,4355464044208438135,1120323498091467525,4609121753781446855,2032007496318616962,-8.81372E+18
-4.09515E+18,1106203543388094548,-6.07637E+18,-7.5559E+18,-7.51837E+18,-3.02092E+18
-4.09255E+18,-5.48976E+17,5313335392004163852,-7.30957E+17,5018472516978866574,623421554979899217
-4.08968E+18,4441012164161473407,-4.1023E+18,1933229167501870037,-9.2228E+18,3196303498841885455
-4.08846E+18,-5.81321E+18,-3.67879E+18,-5.06508E+18,1469580151036142903,9042192299854648021
-4.08262E+18,-6.78377E+18,-8.5086E+18,-8.2088E+18,-2.38827E+18,-1.33139E+17
-4.07419E+18,1881534532776527237,-9.2228E+18,3196303498841885455,3151913710743441986,3155118717275463069
-4.07024E+18,-6.84305E+18,9175693555063886126,-3.10265E+18,3180608611815082945,3151804887212279872
-4.06903E+18,5045927063019110283,7078276984547732873,-2.4761E+18,-6.17487E+18,-1.44448E+18
-4.05195E+18,-5.01463E+18,6850500272809381909,3582716808949240433,8871666435351703640,-5.87748E+17
-4.04556E+18,-7.55393E+18,5269583152423890030,-6.45752E+15,-6.13375E+18,-4.21263E+16
-4.04067E+18,-4.57193E+18,-4.0297E+18,-5.57161E+18,-9.2228E+18,3162261384765351942
-4.03526E+18,6850500272809381909,7446166231252589534,-8.90899E+18,1515492713000932747,2581138407738454418
-4.02892E+18,-5.92048E+18,-3.28562E+18,6227065897176996407,-4.60802E+18,-2.70802E+18
-4.0188E+18,7414965642940222121,-5.29763E+18,8890720798209849691,-4.33306E+18,-5.99777E+18
-3.99959E+18,-6.98002E+18,-4.0297E+18,-6.87255E+18,-1.66856E+18,8243193415815549463
-3.99264E+18,-6.59878E+18,6797033574746412211,2966083692047828770,4105873627900556540,3881851296308711302
-3.9898E+18,-4.0297E+18,2321412363020240814,-1.29758E+18,-1.33139E+17,-6.84305E+18
-3.97839E+18,-1.63398E+18,-8.18722E+18,-6.84305E+18,-6.05815E+18,-5.50702E+18
-3.97683E+18,8074780316213343498,-7.28441E+16,5238119115012015307,1854874463930846880,-8.20344E+17
-3.97239E+18,-2.06951E+18,3616722904601574426,-3.67501E+18,5619251370090681244,6023609667389715259
-3.96839E+18,-6.36921E+18,7526364197140419661,1738052593226421681,2321412363020240814,-4.1583E+18
-3.95428E+18,-8.72808E+18,1549650080907932816,-6.78377E+18,-3.7596E+18,-6.84305E+18
-3.95237E+18,7087600436874507849,-8.93917E+18,-8.60752E+17,-2.35876E+18,3193164045772142182
-3.94621E+18,3460026829794173084,2930191803881821526,8224860111193157980,4577451034168098359,-2.44025E+18
-3.93988E+18,-6.65447E+18,-9.2228E+18,3196303498841885455,3162261384765351942,3168079495368669052
-3.93378E+18,-2.35876E+18,-8.04389E+18,991271693336573226,-5.79984E+18,-3.70576E+18
-3.92217E+18,-4.43453E+18,2708089973817733462,-3.79031E+18,-6.72884E+18,9136323715291453594
-3.91959E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-3.91824E+18,-2.23779E+18,-1.33139E+17,-2.35876E+18,190366396794861214,1738052593226421681
-3.90371E+18,-9.2228E+18,3205047378909988692,3162261384765351942,3168079495368669052,3170775058142440102
-3.89619E+18,-2.40229E+18,3151913710743441986,-8.62705E+18,-1.45234E+18,-4.3994E+18
-3.86234E+18,-1.45693E+16,-4.6552E+18,-7.30957E+17,-6.84305E+18,9175693555063886126
-3.842E+18,6009447229221815725,-3.91294E+18,764116021156146784,400125073514833994,7986490214699943896
-3.83456E+18,4675505028897335428,6104598399077154797,-2.40229E+18,-6.36921E+18,7263689301643675785
-3.81551E+18,-9.10243E+18,-5.00238E+18,6044362651232258738,8224860111193157980,-6.78377E+18
-3.81523E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-3.80814E+18,-8.05219E+18,-5.1544E+18,6638782839540370044,-7.84224E+16,2229625391864201918
-3.80652E+18,-8.03136E+18,-3.67879E+18,-6.84305E+18,-8.8304E+16,6644171916702621557
-3.79238E+18,-6.87255E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942
-3.76591E+18,4441012164161473407,1933229167501870037,3196303498841885455,3155118717275463069,3162261384765351942
-3.75474E+18,-1.83959E+18,1356221992133852808,-4.38637E+18,-4.21263E+16,5199666313044493096
-3.72399E+18,-1.52569E+18,-8.60752E+17,-1.33139E+17,-4.88817E+18,-2.54993E+18
-3.70705E+18,-9.2228E+18,3180828616327439381,3149164017776669829,3151804887212279872,3151913710743441986
-3.69654E+18,-6.54587E+18,-6.36921E+18,-5.36112E+18,-6.77294E+18,-7.21511E+18
-3.68708E+18,-4.1023E+18,1933229167501870037,-9.2228E+18,3196303498841885455,3155118717275463069
-3.68316E+18,-6.60335E+18,4139191914110236238,-5.68013E+18,-8.73418E+18,896159636285333275
-3.67157E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-3.65902E+18,-9.2228E+18,3205047378909988692,3162261384765351942,3168079495368669052,3170775058142440102
-3.64316E+18,-3.27208E+17,-4.70786E+18,-8.77312E+18,3172866488852888544,3170775058142440102
-3.63719E+18,-9.08052E+17,-7.29472E+18,5238119115012015307,-7.11316E+18,-1.99947E+18
-3.63093E+18,-8.2088E+18,8769121796537771237,-1.33139E+17,2645380860642118790,8814787788150050622
-3.62603E+18,-3.19101E+18,7507067965574797372,3193164045772142182,3151913710743441986,3155118717275463069
-3.62433E+18,6031953227014493100,943818026930898372,-6.64275E+18,7087600436874507849,3660989387512978561
-3.62433E+18,-6.13375E+18,-7.11316E+18,-5.14859E+18,1179326165172129711,-3.81038E+18
-3.62225E+18,6044362651232258738,-7.48161E+18,607684800821303652,-5.63673E+18,8586403905004879205
-3.62082E+18,-2.35876E+18,7087600436874507849,-4.0297E+18,3149164017776669829,3151804887212279872
-3.61545E+18,-7.30957E+17,-2.35876E+18,-5.6058E+18,8586403905004879205,1356221992133852808
-3.60742E+18,8749720044741011597,-2.06536E+18,-8.37074E+18,-3.27569E+18,4891010769166501207
-3.59877E+18,-2.14463E+18,-2.32351E+18,4788854083489560153,6236312923258954569,8118799783881928573
-3.59663E+18,8754824745136110042,-1.73794E+18,7664140604181040222,-8.90011E+18,5304344058087060692
-3.59544E+18,-5.72992E+18,4532698165746826599,2262656830196923781,-5.81321E+18,-3.48258E+18
-3.55702E+18,-1.83959E+18,1356221992133852808,-4.38637E+18,-4.21263E+16,5199666313044493096
-3.54179E+18,5238119115012015307,-9.08052E+17,-3.10265E+18,8477804012624580461,-1.99947E+18
-3.53527E+18,-8.27951E+18,8729086959762650511,1060159005880386235,5979676385148714519,3262705634545542432
-3.52043E+18,-7.42604E+17,607684800821303652,-3.75829E+18,-2.47994E+18,-8.16353E+17
-3.51868E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-3.5082E+18,-2.94832E+18,-7.51837E+18,4579557799493615039,-6.77294E+18,-8.38123E+18
-3.50066E+18,880612740433495828,-4.50398E+18,-5.84851E+18,-3.70576E+18,2156244701966673186
-3.47415E+18,-5.67816E+18,3394403706511230595,3172866488852888544,-4.74053E+18,2313825045587317872
-3.46657E+18,-3.67879E+18,1561244083438776495,4369833742675497700,310515487419366995,5206308811707978799
-3.46604E+18,-6.2331E+17,7507067965574797372,-4.48702E+18,-2.79771E+18,-4.76142E+18
-3.45842E+18,-2.80896E+18,6750029764020453263,139485217095648183,8729086959762650511,7835346487062622787
-3.4529E+18,943818026930898372,319340024738595907,2321412363020240814,-1.29758E+18,8483892789913825147
-3.42762E+18,6892866957050839435,7507067965574797372,4259370161044254504,-8.60752E+17,1469580151036142903
-3.42409E+18,-1.30621E+18,1024145536490998555,881166463209244600,9060231864899459154,-1.87046E+18
-3.41626E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942,3168079495368669052
-3.4104E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-3.40419E+18,4383035933260676803,-9.2228E+18,3196303498841885455,3151913710743441986,3155118717275463069
-3.39005E+18,-1.73794E+18,7664140604181040222,3180608611815082945,8754824745136110042,216869981229779312
-3.38153E+18,-5.48884E+18,6943483335823457240,-6.84305E+18,991271693336573226,-2.71939E+17
-3.38018E+18,880612740433495828,7612428320594238723,-6.15675E+18,-9.2228E+18,3193164045772142182
-3.37688E+18,-4.50398E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942
-3.37465E+18,-4.08439E+18,-6.25516E+18,8224860111193157980,-7.6235E+18,-8.62705E+18
-3.36205E+18,569574447134368517,-4.6552E+18,-4.0297E+18,3151913710743441986,881166463209244600
-3.35975E+18,5843362068320522769,2951308020527021494,-9.2228E+18,3205047378909988692,3162261384765351942
-3.35916E+18,-3.30283E+18,-3.40015E+18,2285214528595997209,4045164454094417310,8743240285401859304
-3.35276E+18,-6.65447E+18,-5.48884E+18,5658521282502533116,1469580151036142903,7087600436874507849
-3.34479E+18,7400903238402587728,-9.2228E+18,3193164045772142182,3151913710743441986,3155118717275463069
-3.33955E+18,6247175512001835023,3495098006178009360,-1.70688E+17,-3.20678E+18,-1.63398E+18
-3.33386E+18,2415534163825594672,1738052593226421681,-6.60335E+18,1649752043999819668,8483892789913825147
-3.32569E+18,3751305746867503759,6527704900182256036,-5.4823E+18,-4.92109E+18,-8.79619E+18
-3.32551E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942,3168079495368669052
-3.32291E+18,-6.543E+18,7507067965574797372,1549650080907932816,-1.41504E+18,-7.12037E+18
-3.31235E+18,-4.55036E+18,-9.2228E+18,3196303498841885455,3168079495368669052,3170775058142440102
-3.29561E+18,-5.01171E+18,-2.1036E+16,-6.72669E+18,-5.41053E+18,-7.88035E+17
-3.27594E+18,880612740433495828,-1.29758E+18,8224860111193157980,5445999759138709405,-3.2854E+18
-3.25943E+18,-6.07637E+18,-6.54587E+18,-6.77294E+18,-7.56457E+18,-7.21511E+18
-3.24995E+18,-3.8508E+18,-2.30609E+18,8938071859536254465,-1.29758E+18,1432311799980176241
-3.24719E+18,-4.0297E+18,-7.42319E+18,-7.5939E+17,3660989387512978561,-6.78377E+18
-3.24373E+18,7424795099560672335,1873952032843878490,2581138407738454418,-7.98698E+18,6062146090334604102
-3.23091E+18,3086800924266336392,-4.60802E+18,6227065897176996407,-3.40542E+17,7434270606888620096
-3.21684E+18,1796618361228441836,2628816849077589497,4428409432282393251,5949788789046720741,2555983212310147009
-3.20997E+18,-2.06951E+18,84318068629167514,8483892789913825147,3440451510720294447,-3.87588E+18
-3.20389E+18,-1.67217E+18,4674667995387386186,-4.23958E+18,-1.15893E+17,4109618890343020064
-3.19643E+18,-8.40466E+18,1577045425286888616,-1.67217E+18,1485652648052127324,8962537427807366481
-3.16078E+18,8657408509986329668,-4.98796E+17,-1.02169E+18,-3.2854E+18,3180608611815082945
-3.16063E+18,-5.77899E+18,319340024738595907,-2.1415E+18,-6.32455E+18,4843782008053284888
-3.14918E+18,-5.01463E+18,6565723369088595990,-4.61328E+18,2715453133655798791,223316996491584050
-3.1381E+18,-2.30609E+18,2072448887839540892,1469580151036142903,-6.78377E+18,-4.33396E+18
-3.13775E+18,-1.53722E+18,-3.33892E+18,-7.8067E+16,2998023988107018635,9136323715291453594
-3.13052E+18,8901449108040307914,2857117417189640073,-8.9928E+18,-1.78774E+18,-4.33396E+18
-3.10769E+18,1797385737206265555,4579557799493615039,2372438485070148864,286115624311598644,2317969739828155334
-3.09744E+18,-1.67217E+18,4674667995387386186,4109618890343020064,-1.15893E+17,-4.23958E+18
-3.08974E+18,7616472242818646827,-7.55393E+18,1768976290984301641,-9.2228E+18,3193164045772142182
-3.06653E+18,4383035933260676803,-9.2228E+18,3196303498841885455,3151913710743441986,3155118717275463069
-3.05775E+18,7616472242818646827,-8.95435E+18,3272519107572730082,3151913710743441986,3155118717275463069
-3.05595E+18,-9.2228E+18,3151804887212279872,3155118717275463069,3162261384765351942,3168079495368669052
-3.05175E+18,-1.11444E+18,-8.72331E+18,-8.39259E+18,8224860111193157980,-4.38637E+18
-3.03265E+18,-4.6981E+18,-3.66211E+18,1734266821019430183,6850500272809381909,-8.15973E+18
-3.01122E+18,6850500272809381909,7446166231252589534,3582716808949240433,-3.66211E+18,-4.46037E+18
-2.98791E+18,-7.86679E+16,-3.07397E+17,-6.60335E+18,-8.79595E+17,2715453133655798791
-2.98725E+18,569574447134368517,3170775058142440102,8749720044741011597,-2.31436E+18,-2.35876E+18
-2.97988E+18,-2.70802E+18,-2.38615E+18,6227065897176996407,-3.40542E+17,3086800924266336392
-2.97954E+18,8289311442635691404,-6.05815E+18,-4.23318E+18,6892866957050839435,-5.73622E+18
-2.97219E+18,-6.78377E+18,-9.01958E+18,3269302169678465882,3268827390679661574,3162261384765351942
-2.9635E+18,5293701842202310496,6015995473246774717,2259988589066296676,-7.46073E+17,-2.32816E+18
-2.94372E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-2.93661E+18,-4.27803E+18,-6.78377E+18,-4.04911E+18,-1.62582E+18,2719909253419802298
-2.92661E+18,5238119115012015307,-9.08052E+17,8477804012624580461,3091351089612339864,-9.2228E+18
-2.92224E+18,4761910285123871012,8886002764685330098,8302949268716967655,2546734694784514225,764116021156146784
-2.9024E+18,-1.98173E+18,-6.87255E+18,3660989387512978561,-8.85453E+17,-7.11316E+18
-2.902E+18,-9.02899E+18,4876769046116846438,123378787151399958,6690761795935927461,2633033854118851671
-2.87972E+18,-7.48161E+18,-3.19101E+18,3367026768872537336,607684800821303652,-3.86407E+18
-2.86854E+18,4788854083489560153,8586403905004879205,-9.2228E+18,3155118717275463069,3162261384765351942
-2.85783E+18,-1.52569E+18,2645380860642118790,-8.93917E+18,-2.58417E+18,-8.04389E+18
-2.8571E+18,-1.67217E+18,4674667995387386186,6034099213718885791,4109618890343020064,6195056361889291497
-2.83971E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-2.8262E+18,-4.0297E+18,-7.55393E+18,3193164045772142182,3155118717275463069,3162261384765351942
-2.82099E+18,3845974592165897942,3293246847422795557,-4.0297E+18,-3.36356E+18,5928346445655989915
-2.80278E+18,-5.60213E+18,3056097063387494549,3057455921237571253,3168079495368669052,3170775058142440102
-2.79858E+18,-6.78377E+18,-1.57333E+18,-4.0297E+18,834896074125772354,-8.2088E+18
-2.78536E+18,1553114235264483780,-8.9922E+18,-1.63398E+18,1021946628105173582,-6.76587E+18
-2.77284E+18,2555983212310147009,7270966256391553686,7845570490247450966,2285214528595997209,5145921881592486583
-2.76312E+18,80435662809978246,-2.31436E+18,751528815916485437,8224860111193157980,1738052593226421681
-2.76234E+18,-1.78774E+18,-1.45693E+16,-8.95435E+18,2930191803881821526,8416004328454490172
-2.75533E+18,3689128258624052102,-5.06508E+18,-2.58417E+18,-4.21263E+16,4609121753781446855
-2.72672E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942,3168079495368669052
-2.72094E+18,1469580151036142903,-4.21263E+16,1738052593226421681,3262563792577344354,3180828616327439381
-2.70805E+18,7616472242818646827,5313335392004163852,-9.2228E+18,3151804887212279872,3155118717275463069
-2.69089E+18,-6.60397E+18,-4.6552E+18,6384824828701919724,9175693555063886126,-7.04745E+18
-2.67424E+18,3196303498841885455,3155118717275463069,3162261384765351942,3168079495368669052,3170775058142440102
-2.64457E+18,4045164454094417310,-9.2228E+18,3193164045772142182,3155118717275463069,3162261384765351942
-2.64452E+18,6044362651232258738,5940374562401786524,-8.74265E+18,-1.35356E+18,-8.37074E+18
-2.62663E+18,3075810310719170278,216869981229779312,3180608611815082945,-1.73794E+18,6227065897176996407
-2.62384E+18,-7.68141E+18,-5.57161E+18,-6.543E+18,2607211459879791691,6255978182562760059
-2.61549E+18,-7.51837E+18,-3.78507E+18,-8.40466E+18,7883212773611521498,2072448887839540892
-2.59458E+18,-8.15973E+18,-2.47994E+18,3660989387512978561,569574447134368517,6492104262016302259
-2.56991E+18,2602221055863892168,-6.78377E+18,3660989387512978561,2581138407738454418,-9.2228E+18
-2.56592E+18,-9.08052E+17,5238119115012015307,-3.10265E+18,-7.11316E+18,-1.99947E+18
-2.54524E+18,-6.3587E+17,5258604889412591249,-6.59006E+18,2313825045587317872,1116363438212354892
-2.54071E+18,1920899299418335515,943818026930898372,-5.19908E+17,-3.9878E+17,880612740433495828
-2.5267E+18,5672978373195158195,-8.08383E+18,-1.57225E+18,3193164045772142182,3151913710743441986
-2.52538E+18,1567984561327445971,-7.29472E+18,-6.15675E+18,5429045128339158843,-7.8067E+16
-2.51749E+18,-6.28991E+18,5640834597379907148,2952636544547704346,-6.8107E+18,-2.72001E+18
-2.51186E+18,-8.23698E+17,-5.48884E+18,1019706997674210703,-2.70802E+18,-3.40542E+17
-2.50659E+18,8651615486877503655,3689128258624052102,4383035933260676803,6997620589258672675,-8.25853E+18
-2.49258E+18,-5.48884E+18,3772685586944428188,4815632823882298534,2495913984359439198,-7.27394E+18
-2.48478E+18,-7.30957E+17,-1.29758E+18,3170775058142440102,-1.03801E+15,-5.84851E+18
-2.47298E+18,8901449108040307914,1734266821019430183,-1.25126E+18,-2.55451E+18,-9.08696E+18
-2.47137E+18,6892866957050839435,7507067965574797372,4259370161044254504,-8.60752E+17,1469580151036142903
-2.47025E+18,7620697593009487898,1881534532776527237,-9.2228E+18,3180828616327439381,3151804887212279872
-2.46585E+18,-8.04389E+18,4105873627900556540,-6.60335E+18,-7.86679E+16,-6.78377E+18
-2.45714E+18,3716124214746295857,-6.82945E+18,7226503561499839165,-9.19457E+18,4419562057180692966
-2.45529E+18,-4.0297E+18,-3.25896E+18,8074780316213343498,-2.58417E+18,4876769046116846438
-2.44884E+18,7520301770873472812,6245165134513326654,-7.48161E+18,-3.78507E+18,751528815916485437
-2.41168E+18,-6.86314E+18,6031953227014493100,-8.28236E+18,787067277772219433,-6.64275E+18
-2.40621E+18,-8.39151E+18,-1.63398E+18,9175693555063886126,-9.69155E+17,1829180586132834070
-2.39979E+18,5445999759138709405,-3.2854E+18,8586403905004879205,-5.57949E+18,6044362651232258738
-2.38576E+18,8289311442635691404,7088167897470452815,-4.23318E+18,-5.73622E+18,4815632823882298534
-2.37609E+18,6858632230975272305,8289311442635691404,5338677278233757627,-6.78377E+18,6015995473246774717
-2.37511E+18,-1.57225E+18,7434270606888620096,-9.2228E+18,3193164045772142182,3151913710743441986
-2.37366E+18,8657408509986329668,-4.08439E+18,3268064929368559554,3196303498841885455,3168079495368669052
-2.3689E+18,-7.30957E+17,-8.5181E+18,3196303498841885455,3168079495368669052,3170775058142440102
-2.35351E+18,5843362068320522769,319340024738595907,-6.60335E+18,-6.52387E+18,3205047378909988692
-2.35065E+18,1738052593226421681,-3.95418E+18,-6.65993E+18,6783622248311192269,-7.66051E+18
-2.34141E+18,-6.60335E+18,-3.19101E+18,8947914348334479785,-9.03902E+18,-4.27803E+18
-2.33946E+18,49177526672934036,4259370161044254504,-5.52718E+18,5162508842577612756,3170775058142440102
-2.33747E+18,-2.35876E+18,6892866957050839435,1469580151036142903,3196303498841885455,3155118717275463069
-2.33673E+18,6255978182562760059,-3.7596E+18,1772786465683785304,-6.84305E+18,2607211459879791691
-2.31478E+18,7620697593009487898,1881534532776527237,-9.2228E+18,3180828616327439381,3151804887212279872
-2.29346E+18,3579921471626387620,-1.57225E+18,7434270606888620096,-9.2228E+18,3193164045772142182
-2.28334E+18,-8.74265E+18,1469580151036142903,-8.73418E+18,672199059798181601,-8.71795E+18
-2.23305E+18,-3.13018E+18,-5.03915E+18,-4.75422E+18,2715453133655798791,2581138407738454418
-2.20639E+18,8749720044741011597,8901449108040307914,-8.38123E+18,1107739178195154647,-8.79595E+17
-2.18603E+18,-2.09708E+18,-5.6289E+18,-7.52551E+18,569574447134368517,3262563792577344354
-2.18471E+18,-9.2228E+18,3149164017776669829,3151913710743441986,3155118717275463069,3162261384765351942
-2.18423E+18,-4.0297E+18,-6.60335E+18,-5.48884E+18,-6.52387E+18,-6.15912E+17
-2.18345E+18,8847604225354271039,6426224004219108539,-5.70254E+18,6031953227014493100,-9.2228E+18
-2.16587E+18,991271693336573226,-2.31436E+18,-4.50398E+18,2709926970543371965,2715453133655798791
-2.13996E+18,-2.58417E+18,-9.2228E+18,3205047378909988692,3162261384765351942,3168079495368669052
-2.13033E+18,-8.71795E+18,319340024738595907,-5.59965E+17,6997620589258672675,5658521282502533116
-2.12422E+18,3608243634452078989,4911701623098526999,5328558001212551235,4843782008053284888,-3.95418E+18
-2.11652E+18,-8.2088E+18,1738052593226421681,-2.58417E+18,-8.5086E+18,3510349622718287202
-2.10811E+18,-7.52551E+18,3965818599169726564,-6.05815E+18,-1.33139E+17,1362186507591814859
-2.0742E+18,-5.15044E+18,-5.01463E+18,1642787330067525131,-4.1583E+18,-5.41489E+18
-2.07315E+18,-9.2228E+18,3149164017776669829,3151913710743441986,3155118717275463069,3162261384765351942
-2.06544E+18,8428597553954921991,4375556914674736641,9042192299854648021,-1.63474E+18,-7.99205E+18
-2.05682E+18,3032648342029994387,-3.04061E+18,-9.2228E+18,3205047378909988692,3168079495368669052
-2.0507E+18,2103268612948910635,3689128258624052102,2280365999288629014,7544768317373280661,-7.90899E+18
-2.04646E+18,-3.10265E+18,3099207916247126790,2006478190737700267,6104598399077154797,-5.68436E+18
-2.0426E+18,-1.45234E+18,-8.72808E+18,-6.30885E+18,-3.33892E+18,-5.07854E+18
-2.04169E+18,-4.0297E+18,-1.29758E+18,-6.84086E+18,-6.24557E+18,1738052593226421681
-2.03739E+18,6009447229221815725,-8.25802E+17,685073630661800600,-5.78423E+18,-8.36841E+18
-2.03455E+18,-9.2228E+18,3205047378909988692,3155118717275463069,3162261384765351942,3168079495368669052
-2.02484E+18,5238119115012015307,880612740433495828,1854874463930846880,7088167897470452815,-4.50398E+18
-2.02429E+18,-9.2228E+18,3196303498841885455,3155118717275463069,3162261384765351942,3168079495368669052
-2.01281E+18,8074780316213343498,-9.2228E+18,3205047378909988692,3162261384765351942,3168079495368669052
-2.00908E+18,2048657552251060795,2072448887839540892,310515487419366995,7526364197140419661,880612740433495828
-1.99408E+18,7023677777837267720,6989198691754522425,-2.82863E+18,-6.543E+18,6807042796917367736
